"EXPT","TRTCODE","DEFINITION","TRT_CODE_STD","TRT_CODES_LUMPED","YEAR","SPP","PLOT","Raw_Abund","Tot_hits","Rel_Abund","Community_type","EXPT_START","USE_IN_ANALYSIS_X","USE_IN_ANALYSIS_Y"
"Saddle","X","Control plots","X","X","2012","CARRUP","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","61",71,100,0.71,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","61",71,100,0.71,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","61",3,100,0.03,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","61",3,100,0.03,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","61",7,100,0.07,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","61",7,100,0.07,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SELDEN","61",2,100,0.02,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SELDEN","61",2,100,0.02,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TETGRA","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TETGRA","61",1,100,0.01,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","62",4,76,0.0526315789473684,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","62",4,76,0.0526315789473684,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","62",25,76,0.328947368421053,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","62",25,76,0.328947368421053,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","62",4,76,0.0526315789473684,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","62",4,76,0.0526315789473684,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","62",15,76,0.197368421052632,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","62",15,76,0.197368421052632,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SELDEN","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SELDEN","62",1,76,0.0131578947368421,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","62",18,76,0.236842105263158,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","62",18,76,0.236842105263158,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","62",6,76,0.0789473684210526,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","62",6,76,0.0789473684210526,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","64",18,98,0.183673469387755,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","64",18,98,0.183673469387755,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","64",6,98,0.0612244897959184,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","64",6,98,0.0612244897959184,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","64",57,98,0.581632653061224,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","64",57,98,0.581632653061224,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","64",2,98,0.0204081632653061,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","64",2,98,0.0204081632653061,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","64",9,98,0.0918367346938776,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","64",9,98,0.0918367346938776,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","64",3,98,0.0306122448979592,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","64",3,98,0.0306122448979592,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","64",1,98,0.0102040816326531,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARHAY","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARHAY","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARLAC","66",4,60,0.0666666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARLAC","66",4,60,0.0666666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","66",21,60,0.35,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","66",21,60,0.35,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","66",8,60,0.133333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","66",8,60,0.133333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","66",11,60,0.183333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","66",11,60,0.183333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","66",1,60,0.0166666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PRIPAR","66",9,60,0.15,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PRIPAR","66",9,60,0.15,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","66",4,60,0.0666666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","66",4,60,0.0666666666666667,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","67",42,168,0.25,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","67",42,168,0.25,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","67",26,168,0.154761904761905,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","67",26,168,0.154761904761905,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","67",47,168,0.279761904761905,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","67",47,168,0.279761904761905,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","67",8,168,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RHOINT","67",12,168,0.0714285714285714,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RHOINT","67",12,168,0.0714285714285714,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","67",17,168,0.101190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","67",17,168,0.101190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","68",2,55,0.0363636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","68",2,55,0.0363636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","68",5,55,0.0909090909090909,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","68",5,55,0.0909090909090909,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARCAP","68",6,55,0.109090909090909,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARCAP","68",6,55,0.109090909090909,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","68",9,55,0.163636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","68",9,55,0.163636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","68",1,55,0.0181818181818182,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","68",1,55,0.0181818181818182,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","68",1,55,0.0181818181818182,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","68",1,55,0.0181818181818182,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","68",16,55,0.290909090909091,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","68",16,55,0.290909090909091,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","68",13,55,0.236363636363636,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","68",13,55,0.236363636363636,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","68",2,55,0.0363636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","68",2,55,0.0363636363636364,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","69",5,115,0.0434782608695652,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","69",5,115,0.0434782608695652,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","69",14,115,0.121739130434783,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","69",14,115,0.121739130434783,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ELYTRA","69",1,115,0.00869565217391304,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ELYTRA","69",1,115,0.00869565217391304,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","69",23,115,0.2,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","69",23,115,0.2,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","69",67,115,0.582608695652174,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","69",67,115,0.582608695652174,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","69",4,115,0.0347826086956522,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","69",4,115,0.0347826086956522,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","69",1,115,0.00869565217391304,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","69",1,115,0.00869565217391304,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","70",4,104,0.0384615384615385,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","70",4,104,0.0384615384615385,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","70",15,104,0.144230769230769,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","70",15,104,0.144230769230769,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","70",64,104,0.615384615384615,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","70",64,104,0.615384615384615,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","70",14,104,0.134615384615385,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","70",14,104,0.134615384615385,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OREALP","70",2,104,0.0192307692307692,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OREALP","70",2,104,0.0192307692307692,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","70",1,104,0.00961538461538462,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","70",1,104,0.00961538461538462,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","70",3,104,0.0288461538461538,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","70",3,104,0.0288461538461538,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TONPYG","70",1,104,0.00961538461538462,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TONPYG","70",1,104,0.00961538461538462,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","72",13,85,0.152941176470588,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","72",13,85,0.152941176470588,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","72",55,85,0.647058823529412,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","72",55,85,0.647058823529412,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","72",5,85,0.0588235294117647,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","72",5,85,0.0588235294117647,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","72",4,85,0.0470588235294118,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","72",4,85,0.0470588235294118,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","72",8,85,0.0941176470588235,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","72",8,85,0.0941176470588235,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","73",1,119,0.00840336134453781,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","73",1,119,0.00840336134453781,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","73",55,119,0.46218487394958,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","73",55,119,0.46218487394958,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","73",19,119,0.159663865546218,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","73",19,119,0.159663865546218,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","73",1,119,0.00840336134453781,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","73",1,119,0.00840336134453781,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","73",3,119,0.0252100840336134,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","73",3,119,0.0252100840336134,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","73",40,119,0.336134453781513,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","73",40,119,0.336134453781513,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","74",3,113,0.0265486725663717,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","74",3,113,0.0265486725663717,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","74",2,113,0.0176991150442478,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","74",2,113,0.0176991150442478,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","74",67,113,0.592920353982301,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","74",67,113,0.592920353982301,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","74",1,113,0.00884955752212389,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","74",1,113,0.00884955752212389,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","74",23,113,0.20353982300885,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","74",23,113,0.20353982300885,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","74",3,113,0.0265486725663717,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","74",3,113,0.0265486725663717,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","74",1,113,0.00884955752212389,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","74",1,113,0.00884955752212389,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","74",13,113,0.115044247787611,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","74",13,113,0.115044247787611,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","75",11,63,0.174603174603175,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","75",11,63,0.174603174603175,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","75",6,63,0.0952380952380952,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","75",6,63,0.0952380952380952,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CHIJAM","75",4,63,0.0634920634920635,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CHIJAM","75",4,63,0.0634920634920635,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","75",7,63,0.111111111111111,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","75",7,63,0.111111111111111,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","75",15,63,0.238095238095238,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","75",15,63,0.238095238095238,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","75",2,63,0.0317460317460317,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","75",2,63,0.0317460317460317,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","75",4,63,0.0634920634920635,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","75",4,63,0.0634920634920635,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","75",1,63,0.0158730158730159,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POAARC","75",1,63,0.0158730158730159,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","75",1,63,0.0158730158730159,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","75",1,63,0.0158730158730159,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","75",3,63,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RANADO","75",3,63,0.0476190476190476,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","75",9,63,0.142857142857143,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SIBPRO","75",9,63,0.142857142857143,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","76",7,123,0.0569105691056911,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARPYR","76",7,123,0.0569105691056911,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","76",14,123,0.113821138211382,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","76",14,123,0.113821138211382,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","76",55,123,0.447154471544715,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","JUNDRU","76",55,123,0.447154471544715,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OXYDIG","76",1,123,0.00813008130081301,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OXYDIG","76",1,123,0.00813008130081301,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PACCRO","76",5,123,0.040650406504065,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PACCRO","76",5,123,0.040650406504065,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PRIPAR","76",41,123,0.333333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","PRIPAR","76",41,123,0.333333333333333,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","77",26,58,0.448275862068966,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CALLEP","77",26,58,0.448275862068966,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","77",3,58,0.0517241379310345,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","DESCES","77",3,58,0.0517241379310345,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","77",2,58,0.0344827586206897,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLBIS","77",2,58,0.0344827586206897,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","77",10,58,0.172413793103448,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","77",10,58,0.172413793103448,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RHORHO","77",4,58,0.0689655172413793,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","RHORHO","77",4,58,0.0689655172413793,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","77",13,58,0.224137931034483,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","77",13,58,0.224137931034483,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ELYTRA","78",1,97,0.0103092783505155,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ELYTRA","78",1,97,0.0103092783505155,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","78",1,97,0.0103092783505155,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ERISIM","78",1,97,0.0103092783505155,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","78",29,97,0.298969072164948,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","78",29,97,0.298969072164948,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","78",47,97,0.484536082474227,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","KOBMYO","78",47,97,0.484536082474227,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","78",7,97,0.0721649484536082,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","78",7,97,0.0721649484536082,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OREALP","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","OREALP","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","78",6,97,0.0618556701030928,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","78",6,97,0.0618556701030928,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TETGRA","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TETGRA","78",2,97,0.0206185567010309,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","79",3,91,0.032967032967033,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","79",3,91,0.032967032967033,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","79",20,91,0.21978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","79",20,91,0.21978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CHIJAM","79",2,91,0.021978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CHIJAM","79",2,91,0.021978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","79",5,91,0.0549450549450549,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","79",5,91,0.0549450549450549,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","79",7,91,0.0769230769230769,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","GEUROS","79",7,91,0.0769230769230769,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","79",16,91,0.175824175824176,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LLOSER","79",16,91,0.175824175824176,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","79",1,91,0.010989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","LUZSPI","79",1,91,0.010989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","79",12,91,0.131868131868132,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","POLVIV","79",12,91,0.131868131868132,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","79",10,91,0.10989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","SALPET","79",10,91,0.10989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","79",15,91,0.164835164835165,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","TRIPAR","79",15,91,0.164835164835165,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","80",7,115,0.0608695652173913,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","ARTSCO","80",7,115,0.0608695652173913,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","80",27,115,0.234782608695652,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CARRUP","80",27,115,0.234782608695652,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","80",1,115,0.00869565217391304,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","CASOCC","80",1,115,0.00869565217391304,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2012","FESBRA","80",5,115,0.0434782608695652,"MM","1989"," "," "
